player,year,is_hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Hit
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1995.0,Miss
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Hit
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
Derek Jeter,1996.0,Miss
